date,close
1-Jan-95,464.5475003
1-Feb-95,479.0725098
1-Mar-95,493.987503
1-Apr-95,507.725006
1-May-95,523.650009
1-Jun-95,538.8050078
1-Jul-95,553.680008
1-Aug-95,560.649994
1-Sep-95,573.7274933
1-Oct-95,582.0299835
1-Nov-95,594.1499938
1-Dec-95,612.3074953
1-Jan-96,621.354996
1-Feb-96,643.5975038
1-Mar-96,642.6324923
1-Apr-96,645.1224978
1-May-96,658.6149903
1-Jun-96,669.7050018
1-Jul-96,648.0850068
1-Aug-96,650.5274963
1-Sep-96,668.5424958
1-Oct-96,697.779999
1-Nov-96,731.4275058
1-Dec-96,744.050003
1-Jan-97,762.7799835
1-Feb-97,792.0224915
1-Mar-97,779.7425078
1-Apr-97,774.0325013
1-May-97,823.6750183
1-Jun-97,868.5825195
1-Jul-97,920.4299928
1-Aug-97,927.8174898
1-Sep-97,926.7024995
1-Oct-97,925.0725098
1-Nov-97,933.794998
1-Dec-97,959.25
1-Jan-98,964.0475158
1-Feb-98,1015.390015
1-Mar-98,1073.757477
1-Apr-98,1105.794983
1-May-98,1101.869995
1-Jun-98,1111.119995
1-Jul-98,1139.847504
1-Aug-98,1039.255035
1-Sep-98,995.095001
1-Oct-98,1035.695023
1-Nov-98,1138.485016
1-Dec-98,1193.670014
1-Jan-99,1248.674988
1-Feb-99,1253.424988
1-Mar-99,1266.137482
1-Apr-99,1318.917542
1-May-99,1322.577515
1-Jun-99,1331.237488
1-Jul-99,1362.56247
1-Aug-99,1324.924988
1-Sep-99,1305.192505
1-Oct-99,1313.127503
1-Nov-99,1380.890045
1-Dec-99,1429.660004
1-Jan-00,1422.962494
1-Feb-00,1382.625
1-Mar-00,1441.122498
1-Apr-00,1454.399994
1-May-00,1428.907502
1-Jun-00,1446.182496
1-Jul-00,1454.159973
1-Aug-00,1474.787506
1-Sep-00,1475.929993
1-Oct-00,1406.632507
1-Nov-00,1369.42749
1-Dec-00,1319.587494
1-Jan-01,1336.070007
1-Feb-01,1299.442474
1-Mar-01,1187.219971
1-Apr-01,1192.769989
1-May-01,1263.30249
1-Jun-01,1242.462494
1-Jul-01,1210.242523
1-Aug-01,1173.987488
1-Sep-01,1068.66748
1-Oct-01,1059.522491
1-Nov-01,1104.230011
1-Dec-01,1143.919983
1-Jan-02,1134.227478
1-Feb-02,1110.372467
1-Mar-02,1133.697479
1-Apr-02,1108.902497
1-May-02,1074.902497
1-Jun-02,1020.154999
1-Jul-02,917.8950043
1-Aug-02,906.532501
1-Sep-02,863.892517
1-Oct-02,844.2775115
1-Nov-02,908.9850008
1-Dec-02,909.9650115
1-Jan-03,877.7275085
1-Feb-03,841.9450073
1-Mar-03,843.5325163
1-Apr-03,884.2974855
1-May-03,937.180008
1-Jun-03,979.2525178
1-Jul-03,985.5799868
1-Aug-03,992.5425113
1-Sep-03,1008.657501
