date,close
1-Jan-95,755.3224948
1-Feb-95,775.7774965
1-Mar-95,807.9524995
1-Apr-95,828.837494
1-May-95,858.662491
1-Jun-95,901.0325013
1-Jul-95,972.5550078
1-Aug-95,1006.919983
1-Sep-95,1035.407501
1-Oct-95,1021.865021
1-Nov-95,1045.472519
1-Dec-95,1047.292511
1-Jan-96,1037.555008
1-Feb-96,1084.505005
1-Mar-96,1094.512482
1-Apr-96,1144.899994
1-May-96,1212.482514
1-Jun-96,1207.357514
1-Jul-96,1118.177506
1-Aug-96,1114.287506
1-Sep-96,1180.15503
1-Oct-96,1229.304993
1-Nov-96,1257.077484
1-Dec-96,1291.44751
1-Jan-97,1336.342499
1-Feb-97,1343.589997
1-Mar-97,1270.162476
1-Apr-97,1233.402527
1-May-97,1334.862488
1-Jun-97,1422.969971
1-Jul-97,1516.160034
1-Aug-97,1591.345001
1-Sep-97,1644.579956
1-Oct-97,1624.755005
1-Nov-97,1593.252533
1-Dec-97,1579.565003
1-Jan-98,1572.152496
1-Feb-98,1708.59253
1-Mar-98,1790.92749
1-Apr-98,1856.782501
1-May-98,1820.882538
1-Jun-98,1819.692505
1-Jul-98,1919.132508
1-Aug-98,1685.502503
1-Sep-98,1612.012482
1-Oct-98,1640.047516
1-Nov-98,1882.422516
1-Dec-98,2061.494965
1-Jan-99,2353.197449
1-Feb-99,2392.014954
1-Mar-99,2376.012451
1-Apr-99,2510.890076
1-May-99,2497.177551
1-Jun-99,2553.772583
1-Jul-99,2706.362488
1-Aug-99,2659.945008
1-Sep-99,2770.179993
1-Oct-99,2826.527466
1-Nov-99,3186.017456
1-Dec-99,3705.647583
1-Jan-00,4035.195007
1-Feb-00,4317.015015
1-Mar-00,4698.464966
1-Apr-00,4038.857483
1-May-00,3589.03241
1-Jun-00,3742.910034
1-Jul-00,3905.607544
1-Aug-00,3924.292481
1-Sep-00,3949.875
1-Oct-00,3456.174988
1-Nov-00,2979.372498
1-Dec-00,2607.880005
1-Jan-01,2597.73999
1-Feb-01,2461.94751
1-Mar-01,2001.137512
1-Apr-01,1943.475006
1-May-01,2151.797485
1-Jun-01,2132.485046
1-Jul-01,2074.902527
1-Aug-01,1934.315003
1-Sep-01,1631.085022
1-Oct-01,1608.232483
1-Nov-01,1821.294983
1-Dec-01,1957.549988
1-Jan-02,1962.394989
1-Feb-02,1824.755005
1-Mar-02,1819.787476
1-Apr-02,1757.289978
1-May-02,1654.777496
1-Jun-02,1518.434998
1-Jul-02,1359.390015
1-Aug-02,1317.440003
1-Sep-02,1245.517517
1-Oct-02,1241.519989
1-Nov-02,1402.722473
1-Dec-02,1423.019958
1-Jan-03,1359.70752
1-Feb-03,1319.029999
1-Mar-03,1341.082489
1-Apr-03,1408.142517
1-May-03,1527.537506
1-Jun-03,1626.424988
1-Jul-03,1681.835022
1-Aug-03,1749.194977
1-Sep-03,1825.514984
1-Oct-03,1873.059967
1-Nov-03,1942.977509
1-Dec-03,1969.757477
1-Jan-04,2057.707489
1-Feb-04,2046.97995
1-Mar-04,1999.267517
1-Apr-04,1978.777527
1-May-04,1943.182495
1-Jun-04,2010.554993
1-Jul-04,1951.870026
1-Aug-04,1839.244995
1-Sep-04,1872.347473
1-Oct-04,1942.022492
1-Nov-04,2039.87497
1-Dec-04,2140.860046
1-Jan-05,2111.860016
1-Feb-05,2060.359986
1-Mar-05,2031.462494
1-Apr-05,1960.597473
1-May-05,1996.070007
1-Jun-05,2067.612488
1-Jul-05,2124.372498
1-Aug-05,2168.934998
1-Sep-05,2145.402527
1-Oct-05,2116.394989
1-Nov-05,2180.217529
1-Dec-05,2232.210022
1-Jan-06,2261.294983
1-Feb-06,2280.42749
1-Mar-06,2305.154968
1-Apr-06,2337.442505
1-May-06,2249.26001
1-Jun-06,2162.725037
1-Jul-06,2118.149963
1-Aug-06,2126.412537
1-Sep-06,2218.432495
1-Oct-06,2306.80249
1-Nov-06,2397.625
1-Dec-06,2427.484985
1-Jan-07,2449.309937
1-Feb-07,2454.25
1-Mar-07,2397.587464
1-Apr-07,2480.620056
1-May-07,2563.234985
1-Jun-07,2596.702515
1-Jul-07,2608.574951
1-Aug-07,2537.325012
1-Sep-07,2637.889954
1-Oct-07,2780.755005
1-Nov-07,2717.849976
1-Dec-07,2649
1-Jan-08,2476.952515
1-Feb-08,2333.984985
1-Mar-08,2263.140015
1-Apr-08,2359.19751
1-May-08,2476.777466
1-Jun-08,2412.082519
1-Jul-08,2280.117493
1-Aug-08,2362.119995
1-Sep-08,2222.707519
1-Oct-08,1843.26001
1-Nov-08,1583.944977
1-Dec-08,1518.527496
1-Jan-09,1538.75
1-Feb-09,1452.402497
1-Mar-09,1434.309998
1-Apr-09,1618.580017
1-May-09,1733.034973
1-Jun-09,1816.20752
1-Jul-09,1890.370026
1-Aug-09,1999.132508
1-Sep-09,2062.36499
1-Oct-09,2096.932465
1-Nov-09,2105.402558
1-Dec-09,2220.784973
1-Jan-10,2227.095032
1-Feb-10,2186.479981
1-Mar-10,2331.234985
1-Apr-10,2447.979981
1-May-10,2343.222534
1-Jun-10,2200.100037
1-Jul-10,2183.547486
1-Aug-10,2201.517517
1-Sep-10,2263.345032
1-Oct-10,2436.047485
1-Nov-10,2517.852478
1-Dec-10,2599.627502
1-Jan-11,2701.634949
1-Feb-11,2761.482544
1-Mar-11,2744.492554
1-Apr-11,2813.38501
1-May-11,2836.045044
1-Jun-11,2759.205017
1-Jul-11,2783.847473
1-Aug-11,2624.699951
1-Sep-11,2514.105042
1-Oct-11,2534.464966
1-Nov-11,2599.880005
1-Dec-11,2603.339966
1-Jan-12,2733.190003
1-Feb-12,2905.57251
1-Mar-12,3026.282532
1-Apr-12,3051.647522
1-May-12,2932.994995
1-Jun-12,2853.534973
1-Jul-12,2925.897461
1-Aug-12,3003.767517
1-Sep-12,3104.162476
1-Oct-12,3060.039978
1-Nov-12,2960.607544
1-Dec-12,3015.39502
1-Jan-13,3118.53003
1-Feb-13,3160.522522
1-Mar-13,3202.690003
1-Apr-13,3270.292481
1-May-13,3402.450012
1-Jun-13,3411.817505
1-Jul-13,3530.357544
1-Aug-13,3627.952515
1-Sep-13,3696.625
1-Oct-13,3827.657471
1-Nov-13,3979.277466
1-Dec-13,4099.892456
1-Jan-14,4138.804871
1-Feb-14,4180.98999
1-Mar-14,4240.982544
1-Apr-14,4141.637512
1-May-14,4159.250061
1-Jun-14,4320.30249
1-Jul-14,4407.862549
1-Aug-14,4461.455079
1-Sep-14,4540.204956
1-Oct-14,4468.875
1-Nov-14,4707.779907
1-Dec-14,4719.01001
1-Jan-15,4683.900024
1-Feb-15,4795.959961
1-Mar-15,4935.595093
1-Apr-15,4950
1-May-15,5009.014893
1-Jun-15,5050.599975
1-Jul-15,5072.694824
1-Aug-15,4844.562378
1-Sep-15,4685.425049
1-Oct-15,4831.559937
1-Nov-15,5061.610108
1-Dec-15,5046.352539
